0 2.37365e-05 7.09808e-05 0.000117541 0.00016297 0.000206829 0.000248697 0.000288169 0.000324866 0.000358435 0.000388551 0.000414926 0.000437304 0.000455471 0.000469252 0.000478513 0.000483167 0.000483167 0.000478513 0.000469252 0.000455471 0.000437304 0.000414926 0.000388551 0.000358435 0.000324866 0.000288169 0.000248697 0.000206829 0.00016297 0.000117541 7.09808e-05 2.37365e-05 0 
0 2.53477e-05 7.57989e-05 0.00012552 0.000174033 0.000220869 0.000265578 0.00030773 0.000346918 0.000382765 0.000414926 0.00044309 0.000466988 0.000486388 0.000501104 0.000510995 0.000515964 0.000515964 0.000510995 0.000501104 0.000486388 0.000466988 0.00044309 0.000414926 0.000382765 0.000346918 0.00030773 0.000265578 0.000220869 0.000174033 0.00012552 7.57989e-05 2.53477e-05 0 
0 2.67148e-05 7.9887e-05 0.00013229 0.000183419 0.000232781 0.000279902 0.000324327 0.000365628 0.000403409 0.000437304 0.000466988 0.000492175 0.000512621 0.000528131 0.000538555 0.000543792 0.000543792 0.000538555 0.000528131 0.000512621 0.000492175 0.000466988 0.000437304 0.000403409 0.000365628 0.000324327 0.000279902 0.000232781 0.000183419 0.00013229 7.9887e-05 2.67148e-05 0 
0 2.78246e-05 8.32058e-05 0.000137786 0.000191039 0.000242452 0.00029153 0.000337801 0.000380818 0.000420168 0.000455471 0.000486388 0.000512621 0.000533917 0.000550071 0.000560928 0.000566382 0.000566382 0.000560928 0.000550071 0.000533917 0.000512621 0.000486388 0.000455471 0.000420168 0.000380818 0.000337801 0.00029153 0.000242452 0.000191039 0.000137786 8.32058e-05 2.78246e-05 0 
0 2.86664e-05 8.57233e-05 0.000141955 0.000196819 0.000249787 0.00030035 0.000348021 0.00039234 0.00043288 0.000469252 0.000501104 0.000528131 0.000550071 0.000566714 0.000577899 0.000583519 0.000583519 0.000577899 0.000566714 0.000550071 0.000528131 0.000501104 0.000469252 0.00043288 0.00039234 0.000348021 0.00030035 0.000249787 0.000196819 0.000141955 8.57233e-05 2.86664e-05 0 
0 2.92322e-05 8.74152e-05 0.000144756 0.000200703 0.000254717 0.000306278 0.00035489 0.000400083 0.000441424 0.000478513 0.000510995 0.000538555 0.000560928 0.000577899 0.000589305 0.000595036 0.000595036 0.000589305 0.000577899 0.000560928 0.000538555 0.000510995 0.000478513 0.000441424 0.000400083 0.00035489 0.000306278 0.000254717 0.000200703 0.000144756 8.74152e-05 2.92322e-05 0 
0 2.95165e-05 8.82652e-05 0.000146164 0.000202655 0.000257194 0.000309257 0.000358341 0.000403974 0.000445717 0.000483167 0.000515964 0.000543792 0.000566382 0.000583519 0.000595036 0.000600822 0.000600822 0.000595036 0.000583519 0.000566382 0.000543792 0.000515964 0.000483167 0.000445717 0.000403974 0.000358341 0.000309257 0.000257194 0.000202655 0.000146164 8.82652e-05 2.95165e-05 0 
0 2.95165e-05 8.82652e-05 0.000146164 0.000202655 0.000257194 0.000309257 0.000358341 0.000403974 0.000445717 0.000483167 0.000515964 0.000543792 0.000566382 0.000583519 0.000595036 0.000600822 0.000600822 0.000595036 0.000583519 0.000566382 0.000543792 0.000515964 0.000483167 0.000445717 0.000403974 0.000358341 0.000309257 0.000257194 0.000202655 0.000146164 8.82652e-05 2.95165e-05 0 
0 2.92322e-05 8.74152e-05 0.000144756 0.000200703 0.000254717 0.000306278 0.00035489 0.000400083 0.000441424 0.000478513 0.000510995 0.000538555 0.000560928 0.000577899 0.000589305 0.000595036 0.000595036 0.000589305 0.000577899 0.000560928 0.000538555 0.000510995 0.000478513 0.000441424 0.000400083 0.00035489 0.000306278 0.000254717 0.000200703 0.000144756 8.74152e-05 2.92322e-05 0 
0 2.86664e-05 8.57233e-05 0.000141955 0.000196819 0.000249787 0.00030035 0.000348021 0.00039234 0.00043288 0.000469252 0.000501104 0.000528131 0.000550071 0.000566714 0.000577899 0.000583519 0.000583519 0.000577899 0.000566714 0.000550071 0.000528131 0.000501104 0.000469252 0.00043288 0.00039234 0.000348021 0.00030035 0.000249787 0.000196819 0.000141955 8.57233e-05 2.86664e-05 0 
0 2.78246e-05 8.32058e-05 0.000137786 0.000191039 0.000242452 0.00029153 0.000337801 0.000380818 0.000420168 0.000455471 0.000486388 0.000512621 0.000533917 0.000550071 0.000560928 0.000566382 0.000566382 0.000560928 0.000550071 0.000533917 0.000512621 0.000486388 0.000455471 0.000420168 0.000380818 0.000337801 0.00029153 0.000242452 0.000191039 0.000137786 8.32058e-05 2.78246e-05 0 
0 2.67148e-05 7.9887e-05 0.00013229 0.000183419 0.000232781 0.000279902 0.000324327 0.000365628 0.000403409 0.000437304 0.000466988 0.000492175 0.000512621 0.000528131 0.000538555 0.000543792 0.000543792 0.000538555 0.000528131 0.000512621 0.000492175 0.000466988 0.000437304 0.000403409 0.000365628 0.000324327 0.000279902 0.000232781 0.000183419 0.00013229 7.9887e-05 2.67148e-05 0 
0 2.53477e-05 7.57989e-05 0.00012552 0.000174033 0.000220869 0.000265578 0.00030773 0.000346918 0.000382765 0.000414926 0.00044309 0.000466988 0.000486388 0.000501104 0.000510995 0.000515964 0.000515964 0.000510995 0.000501104 0.000486388 0.000466988 0.00044309 0.000414926 0.000382765 0.000346918 0.00030773 0.000265578 0.000220869 0.000174033 0.00012552 7.57989e-05 2.53477e-05 0 
0 2.37365e-05 7.09808e-05 0.000117541 0.00016297 0.000206829 0.000248697 0.000288169 0.000324866 0.000358435 0.000388551 0.000414926 0.000437304 0.000455471 0.000469252 0.000478513 0.000483167 0.000483167 0.000478513 0.000469252 0.000455471 0.000437304 0.000414926 0.000388551 0.000358435 0.000324866 0.000288169 0.000248697 0.000206829 0.00016297 0.000117541 7.09808e-05 2.37365e-05 0 
0 2.18966e-05 6.54791e-05 0.000108431 0.000150338 0.000190798 0.00022942 0.000265833 0.000299686 0.000330652 0.000358435 0.000382765 0.000403409 0.000420168 0.00043288 0.000441424 0.000445717 0.000445717 0.000441424 0.00043288 0.000420168 0.000403409 0.000382765 0.000358435 0.000330652 0.000299686 0.000265833 0.00022942 0.000190798 0.000150338 0.000108431 6.54791e-05 2.18966e-05 0 
0 1.9846e-05 5.93468e-05 9.8276e-05 0.000136259 0.000172929 0.000207935 0.000240937 0.000271619 0.000299686 0.000324866 0.000346918 0.000365628 0.000380818 0.00039234 0.000400083 0.000403974 0.000403974 0.000400083 0.00039234 0.000380818 0.000365628 0.000346918 0.000324866 0.000299686 0.000271619 0.000240937 0.000207935 0.000172929 0.000136259 9.8276e-05 5.93468e-05 1.9846e-05 0 
0 1.76042e-05 5.26429e-05 8.71747e-05 0.000120867 0.000153395 0.000184446 0.000213721 0.000240937 0.000265833 0.000288169 0.00030773 0.000324327 0.000337801 0.000348021 0.00035489 0.000358341 0.000358341 0.00035489 0.000348021 0.000337801 0.000324327 0.00030773 0.000288169 0.000265833 0.000240937 0.000213721 0.000184446 0.000153395 0.000120867 8.71747e-05 5.26429e-05 1.76042e-05 0 
0 1.51928e-05 4.54321e-05 7.52339e-05 0.000104311 0.000132384 0.000159181 0.000184446 0.000207935 0.00022942 0.000248697 0.000265578 0.000279902 0.00029153 0.00030035 0.000306278 0.000309257 0.000309257 0.000306278 0.00030035 0.00029153 0.000279902 0.000265578 0.000248697 0.00022942 0.000207935 0.000184446 0.000159181 0.000132384 0.000104311 7.52339e-05 4.54321e-05 1.51928e-05 0 
0 1.26351e-05 3.77837e-05 6.25685e-05 8.67506e-05 0.000110097 0.000132384 0.000153395 0.000172929 0.000190798 0.000206829 0.000220869 0.000232781 0.000242452 0.000249787 0.000254717 0.000257194 0.000257194 0.000254717 0.000249787 0.000242452 0.000232781 0.000220869 0.000206829 0.000190798 0.000172929 0.000153395 0.000132384 0.000110097 8.67506e-05 6.25685e-05 3.77837e-05 1.26351e-05 0 
0 9.9558e-06 2.97715e-05 4.93005e-05 6.83547e-05 8.67506e-05 0.000104311 0.000120867 0.000136259 0.000150338 0.00016297 0.000174033 0.000183419 0.000191039 0.000196819 0.000200703 0.000202655 0.000202655 0.000200703 0.000196819 0.000191039 0.000183419 0.000174033 0.00016297 0.000150338 0.000136259 0.000120867 0.000104311 8.67506e-05 6.83547e-05 4.93005e-05 2.97715e-05 9.9558e-06 0 
0 7.18057e-06 2.14726e-05 3.55578e-05 4.93005e-05 6.25685e-05 7.52339e-05 8.71747e-05 9.8276e-05 0.000108431 0.000117541 0.00012552 0.00013229 0.000137786 0.000141955 0.000144756 0.000146164 0.000146164 0.000144756 0.000141955 0.000137786 0.00013229 0.00012552 0.000117541 0.000108431 9.8276e-05 8.71747e-05 7.52339e-05 6.25685e-05 4.93005e-05 3.55578e-05 2.14726e-05 7.18057e-06 0 
0 4.33619e-06 1.29668e-05 2.14726e-05 2.97715e-05 3.77837e-05 4.54321e-05 5.26429e-05 5.93468e-05 6.54791e-05 7.09808e-05 7.57989e-05 7.9887e-05 8.32058e-05 8.57233e-05 8.74152e-05 8.82652e-05 8.82652e-05 8.74152e-05 8.57233e-05 8.32058e-05 7.9887e-05 7.57989e-05 7.09808e-05 6.54791e-05 5.93468e-05 5.26429e-05 4.54321e-05 3.77837e-05 2.97715e-05 2.14726e-05 1.29668e-05 4.33619e-06 0 
0 1.45005e-06 4.33619e-06 7.18057e-06 9.9558e-06 1.26351e-05 1.51928e-05 1.76042e-05 1.9846e-05 2.18966e-05 2.37365e-05 2.53477e-05 2.67148e-05 2.78246e-05 2.86664e-05 2.92322e-05 2.95165e-05 2.95165e-05 2.92322e-05 2.86664e-05 2.78246e-05 2.67148e-05 2.53477e-05 2.37365e-05 2.18966e-05 1.9846e-05 1.76042e-05 1.51928e-05 1.26351e-05 9.9558e-06 7.18057e-06 4.33619e-06 1.45005e-06 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

