-0.0222031 0.0228968 0.0686352 0.114208 0.159506 0.20442 0.248841 0.292663 0.335779 0.378087 0.419484 0.45987 0.499149 0.537225 0.574007 0.609406 0.643336 0.675717 0.70647 0.735522 0.762801 0.788242 0.811785 0.833372 0.852951 0.870476 0.885903 0.899196 0.910323 0.919257 0.925976 0.930465 0.932712 0.932712 0.930465 0.925976 0.919257 0.910323 0.899196 0.885903 0.870476 0.852951 0.833372 0.811785 0.788242 0.762801 0.735522 0.70647 0.675717 0.643336 0.609406 0.574007 0.537225 0.499149 0.45987 0.419484 0.378087 0.335779 0.292663 0.248841 0.20442 0.159506 0.114208 0.0686352 0.0228968 0.0665589 
-0.0217561 0.0224358 0.0672534 0.111909 0.156295 0.200304 0.243831 0.286771 0.32902 0.370476 0.411039 0.450612 0.4891 0.526409 0.562451 0.597137 0.630385 0.662114 0.692248 0.720714 0.747444 0.772373 0.795442 0.816594 0.835779 0.852951 0.868068 0.881093 0.891996 0.90075 0.907334 0.911733 0.913934 0.913934 0.911733 0.907334 0.90075 0.891996 0.881093 0.868068 0.852951 0.835779 0.816594 0.795442 0.772373 0.747444 0.720714 0.692248 0.662114 0.630385 0.597137 0.562451 0.526409 0.4891 0.450612 0.411039 0.370476 0.32902 0.286771 0.243831 0.200304 0.156295 0.111909 0.0672534 0.0224358 0.065219 
-0.0212567 0.0219208 0.0657097 0.10934 0.152707 0.195707 0.238234 0.280188 0.321467 0.361971 0.401604 0.440269 0.477873 0.514326 0.54954 0.58343 0.615914 0.646915 0.676357 0.70417 0.730287 0.754644 0.777183 0.79785 0.816594 0.833372 0.848142 0.860868 0.871521 0.880074 0.886507 0.890804 0.892955 0.892955 0.890804 0.886507 0.880074 0.871521 0.860868 0.848142 0.833372 0.816594 0.79785 0.777183 0.754644 0.730287 0.70417 0.676357 0.646915 0.615914 0.58343 0.54954 0.514326 0.477873 0.440269 0.401604 0.361971 0.321467 0.280188 0.238234 0.195707 0.152707 0.10934 0.0657097 0.0219208 0.0637219 
-0.0207061 0.021353 0.0640076 0.106508 0.148752 0.190637 0.232063 0.27293 0.31314 0.352595 0.391201 0.428864 0.465494 0.501003 0.535305 0.568317 0.59996 0.630158 0.658838 0.68593 0.71137 0.735096 0.757051 0.777183 0.795442 0.811785 0.826172 0.838569 0.848946 0.857277 0.863544 0.867729 0.869825 0.869825 0.867729 0.863544 0.857277 0.848946 0.838569 0.826172 0.811785 0.795442 0.777183 0.757051 0.735096 0.71137 0.68593 0.658838 0.630158 0.59996 0.568317 0.535305 0.501003 0.465494 0.428864 0.391201 0.352595 0.31314 0.27293 0.232063 0.190637 0.148752 0.106508 0.0640076 0.021353 0.0620713 
-0.0201056 0.0207337 0.0621513 0.103419 0.144438 0.185108 0.225333 0.265015 0.304059 0.34237 0.379856 0.416427 0.451995 0.486474 0.519781 0.551835 0.582561 0.611883 0.639731 0.666037 0.690739 0.713778 0.735096 0.754644 0.772373 0.788242 0.802212 0.81425 0.824325 0.832415 0.8385 0.842564 0.844599 0.844599 0.842564 0.8385 0.832415 0.824325 0.81425 0.802212 0.788242 0.772373 0.754644 0.735096 0.713778 0.690739 0.666037 0.639731 0.611883 0.582561 0.551835 0.519781 0.486474 0.451995 0.416427 0.379856 0.34237 0.304059 0.265015 0.225333 0.185108 0.144438 0.103419 0.0621513 0.0207337 0.0602712 
-0.0194566 0.0200645 0.0601453 0.100081 0.139776 0.179134 0.21806 0.256461 0.294245 0.331319 0.367595 0.402986 0.437406 0.470772 0.503004 0.534024 0.563758 0.592133 0.619082 0.64454 0.668445 0.690739 0.71137 0.730287 0.747444 0.762801 0.77632 0.787969 0.797719 0.805548 0.811436 0.81537 0.817339 0.817339 0.81537 0.811436 0.805548 0.797719 0.787969 0.77632 0.762801 0.747444 0.730287 0.71137 0.690739 0.668445 0.64454 0.619082 0.592133 0.563758 0.534024 0.503004 0.470772 0.437406 0.402986 0.367595 0.331319 0.294245 0.256461 0.21806 0.179134 0.139776 0.100081 0.0601453 0.0200645 0.0583258 
-0.0187608 0.019347 0.0579944 0.096502 0.134777 0.172728 0.210262 0.24729 0.283722 0.319471 0.354449 0.388575 0.421763 0.453936 0.485016 0.514926 0.543597 0.570958 0.596943 0.62149 0.64454 0.666037 0.68593 0.70417 0.720714 0.735522 0.748557 0.759789 0.769191 0.77674 0.782418 0.78621 0.788109 0.788109 0.78621 0.782418 0.77674 0.769191 0.759789 0.748557 0.735522 0.720714 0.70417 0.68593 0.666037 0.64454 0.62149 0.596943 0.570958 0.543597 0.514926 0.485016 0.453936 0.421763 0.388575 0.354449 0.319471 0.283722 0.24729 0.210262 0.172728 0.134777 0.096502 0.0579944 0.019347 0.05624 
-0.0180198 0.0185828 0.0557037 0.0926904 0.129454 0.165905 0.201957 0.237523 0.272516 0.306852 0.34045 0.373227 0.405105 0.436007 0.465859 0.494588 0.522126 0.548406 0.573365 0.596943 0.619082 0.639731 0.658838 0.676357 0.692248 0.70647 0.718991 0.72978 0.73881 0.746061 0.751514 0.755157 0.756981 0.756981 0.755157 0.751514 0.746061 0.73881 0.72978 0.718991 0.70647 0.692248 0.676357 0.658838 0.639731 0.619082 0.596943 0.573365 0.548406 0.522126 0.494588 0.465859 0.436007 0.405105 0.373227 0.34045 0.306852 0.272516 0.237523 0.201957 0.165905 0.129454 0.0926904 0.0557037 0.0185828 0.0540187 
-0.0172354 0.0177739 0.0532789 0.0886556 0.123819 0.158683 0.193166 0.227183 0.260653 0.293495 0.32563 0.35698 0.38747 0.417027 0.44558 0.473059 0.499398 0.524534 0.548406 0.570958 0.592133 0.611883 0.630158 0.646915 0.662114 0.675717 0.687693 0.698012 0.706649 0.713584 0.7188 0.722285 0.724029 0.724029 0.722285 0.7188 0.713584 0.706649 0.698012 0.687693 0.675717 0.662114 0.646915 0.630158 0.611883 0.592133 0.570958 0.548406 0.524534 0.499398 0.473059 0.44558 0.417027 0.38747 0.35698 0.32563 0.293495 0.260653 0.227183 0.193166 0.158683 0.123819 0.0886556 0.0532789 0.0177739 0.0516672 
-0.0164095 0.0169222 0.0507257 0.0844071 0.117885 0.151079 0.183909 0.216296 0.248162 0.27943 0.310025 0.339873 0.368903 0.397043 0.424227 0.450389 0.475466 0.499398 0.522126 0.543597 0.563758 0.582561 0.59996 0.615914 0.630385 0.643336 0.654738 0.664563 0.672786 0.679389 0.684355 0.687672 0.689333 0.689333 0.687672 0.684355 0.679389 0.672786 0.664563 0.654738 0.643336 0.630385 0.615914 0.59996 0.582561 0.563758 0.543597 0.522126 0.499398 0.475466 0.450389 0.424227 0.397043 0.368903 0.339873 0.310025 0.27943 0.248162 0.216296 0.183909 0.151079 0.117885 0.0844071 0.0507257 0.0169222 0.0491913 
-0.015544 0.0160297 0.0480504 0.0799553 0.111668 0.143111 0.17421 0.204888 0.235074 0.264693 0.293674 0.321948 0.349446 0.376102 0.401853 0.426635 0.450389 0.473059 0.494588 0.514926 0.534024 0.551835 0.568317 0.58343 0.597137 0.609406 0.620206 0.629512 0.637302 0.643557 0.648261 0.651403 0.652976 0.652976 0.651403 0.648261 0.643557 0.637302 0.629512 0.620206 0.609406 0.597137 0.58343 0.568317 0.551835 0.534024 0.514926 0.494588 0.473059 0.450389 0.426635 0.401853 0.376102 0.349446 0.321948 0.293674 0.264693 0.235074 0.204888 0.17421 0.143111 0.111668 0.0799553 0.0480504 0.0160297 0.0465968 
-0.0146411 0.0150985 0.0452592 0.0753109 0.105181 0.134798 0.16409 0.192987 0.221419 0.249317 0.276615 0.303247 0.329147 0.354255 0.37851 0.401853 0.424227 0.44558 0.465859 0.485016 0.503004 0.519781 0.535305 0.54954 0.562451 0.574007 0.58418 0.592945 0.600283 0.606174 0.610605 0.613565 0.615046 0.615046 0.613565 0.610605 0.606174 0.600283 0.592945 0.58418 0.574007 0.562451 0.54954 0.535305 0.519781 0.503004 0.485016 0.465859 0.44558 0.424227 0.401853 0.37851 0.354255 0.329147 0.303247 0.276615 0.249317 0.221419 0.192987 0.16409 0.134798 0.105181 0.0753109 0.0452592 0.0150985 0.0438901 
-0.0137029 0.014131 0.0423591 0.0704851 0.0984413 0.12616 0.153575 0.180621 0.207231 0.233341 0.25889 0.283815 0.308056 0.331555 0.354255 0.376102 0.397043 0.417027 0.436007 0.453936 0.470772 0.486474 0.501003 0.514326 0.526409 0.537225 0.546746 0.55495 0.561817 0.567331 0.571478 0.574248 0.575635 0.575635 0.574248 0.571478 0.567331 0.561817 0.55495 0.546746 0.537225 0.526409 0.514326 0.501003 0.486474 0.470772 0.453936 0.436007 0.417027 0.397043 0.376102 0.354255 0.331555 0.308056 0.283815 0.25889 0.233341 0.207231 0.180621 0.153575 0.12616 0.0984413 0.0704851 0.0423591 0.014131 0.0410777 
-0.0127317 0.0131295 0.0393569 0.0654894 0.0914642 0.117219 0.142691 0.167819 0.192543 0.216803 0.240541 0.263699 0.286222 0.308056 0.329147 0.349446 0.368903 0.38747 0.405105 0.421763 0.437406 0.451995 0.465494 0.477873 0.4891 0.499149 0.507995 0.515618 0.521998 0.527121 0.530974 0.533548 0.534836 0.534836 0.533548 0.530974 0.527121 0.521998 0.515618 0.507995 0.499149 0.4891 0.477873 0.465494 0.451995 0.437406 0.421763 0.405105 0.38747 0.368903 0.349446 0.329147 0.308056 0.286222 0.263699 0.240541 0.216803 0.192543 0.167819 0.142691 0.117219 0.0914642 0.0654894 0.0393569 0.0131295 0.0381663 
-0.0117298 0.0120963 0.0362598 0.060336 0.0842668 0.107995 0.131462 0.154613 0.177392 0.199743 0.221613 0.242949 0.263699 0.283815 0.303247 0.321948 0.339873 0.35698 0.373227 0.388575 0.402986 0.416427 0.428864 0.440269 0.450612 0.45987 0.468021 0.475043 0.480922 0.485642 0.489191 0.491563 0.49275 0.49275 0.491563 0.489191 0.485642 0.480922 0.475043 0.468021 0.45987 0.450612 0.440269 0.428864 0.416427 0.402986 0.388575 0.373227 0.35698 0.339873 0.321948 0.303247 0.283815 0.263699 0.242949 0.221613 0.199743 0.177392 0.154613 0.131462 0.107995 0.0842668 0.060336 0.0362598 0.0120963 0.035163 
-0.0106997 0.011034 0.0330755 0.0550372 0.0768664 0.0985104 0.119917 0.141035 0.161813 0.182201 0.20215 0.221613 0.240541 0.25889 0.276615 0.293674 0.310025 0.32563 0.34045 0.354449 0.367595 0.379856 0.391201 0.401604 0.411039 0.419484 0.426919 0.433325 0.438687 0.442992 0.44623 0.448393 0.449476 0.449476 0.448393 0.44623 0.442992 0.438687 0.433325 0.426919 0.419484 0.411039 0.401604 0.391201 0.379856 0.367595 0.354449 0.34045 0.32563 0.310025 0.293674 0.276615 0.25889 0.240541 0.221613 0.20215 0.182201 0.161813 0.141035 0.119917 0.0985104 0.0768664 0.0550372 0.0330755 0.011034 0.0320749 
-0.00964381 0.00994512 0.0298114 0.0496059 0.0692808 0.0887889 0.108083 0.127117 0.145844 0.164221 0.182201 0.199743 0.216803 0.233341 0.249317 0.264693 0.27943 0.293495 0.306852 0.319471 0.331319 0.34237 0.352595 0.361971 0.370476 0.378087 0.384788 0.390562 0.395395 0.399275 0.402194 0.404143 0.405119 0.405119 0.404143 0.402194 0.399275 0.395395 0.390562 0.384788 0.378087 0.370476 0.361971 0.352595 0.34237 0.331319 0.319471 0.306852 0.293495 0.27943 0.264693 0.249317 0.233341 0.216803 0.199743 0.182201 0.164221 0.145844 0.127117 0.108083 0.0887889 0.0692808 0.0496059 0.0298114 0.00994512 0.0289096 
-0.00856467 0.00883227 0.0264755 0.044055 0.0615283 0.0788534 0.0959886 0.112893 0.129524 0.145844 0.161813 0.177392 0.192543 0.207231 0.221419 0.235074 0.248162 0.260653 0.272516 0.283722 0.294245 0.304059 0.31314 0.321467 0.32902 0.335779 0.34173 0.346858 0.35115 0.354597 0.357188 0.35892 0.359787 0.359787 0.35892 0.357188 0.354597 0.35115 0.346858 0.34173 0.335779 0.32902 0.321467 0.31314 0.304059 0.294245 0.283722 0.272516 0.260653 0.248162 0.235074 0.221419 0.207231 0.192543 0.177392 0.161813 0.145844 0.129524 0.112893 0.0959886 0.0788534 0.0615283 0.044055 0.0264755 0.00883227 0.0256746 
-0.0074649 0.00769814 0.0230759 0.038398 0.0536276 0.0687281 0.0836629 0.0983962 0.112893 0.127117 0.141035 0.154613 0.167819 0.180621 0.192987 0.204888 0.216296 0.227183 0.237523 0.24729 0.256461 0.265015 0.27293 0.280188 0.286771 0.292663 0.29785 0.302319 0.30606 0.309064 0.311323 0.312832 0.313587 0.313587 0.312832 0.311323 0.309064 0.30606 0.302319 0.29785 0.292663 0.286771 0.280188 0.27293 0.265015 0.256461 0.24729 0.237523 0.227183 0.216296 0.204888 0.192987 0.180621 0.167819 0.154613 0.141035 0.127117 0.112893 0.0983962 0.0836629 0.0687281 0.0536276 0.038398 0.0230759 0.00769814 0.0223778 
-0.00634715 0.00654546 0.0196206 0.0326485 0.0455977 0.0584371 0.0711357 0.0836629 0.0959886 0.108083 0.119917 0.131462 0.142691 0.153575 0.16409 0.17421 0.183909 0.193166 0.201957 0.210262 0.21806 0.225333 0.232063 0.238234 0.243831 0.248841 0.253251 0.257051 0.260232 0.262786 0.264707 0.26599 0.266632 0.266632 0.26599 0.264707 0.262786 0.260232 0.257051 0.253251 0.248841 0.243831 0.238234 0.232063 0.225333 0.21806 0.210262 0.201957 0.193166 0.183909 0.17421 0.16409 0.153575 0.142691 0.131462 0.119917 0.108083 0.0959886 0.0836629 0.0711357 0.0584371 0.0455977 0.0326485 0.0196206 0.00654546 0.0190271 
-0.00521411 0.00537701 0.0161181 0.0268203 0.037458 0.0480054 0.0584371 0.0687281 0.0788534 0.0887889 0.0985104 0.107995 0.117219 0.12616 0.134798 0.143111 0.151079 0.158683 0.165905 0.172728 0.179134 0.185108 0.190637 0.195707 0.200304 0.20442 0.208043 0.211165 0.213778 0.215876 0.217453 0.218508 0.219035 0.219035 0.218508 0.217453 0.215876 0.213778 0.211165 0.208043 0.20442 0.200304 0.195707 0.190637 0.185108 0.179134 0.172728 0.165905 0.158683 0.151079 0.143111 0.134798 0.12616 0.117219 0.107995 0.0985104 0.0887889 0.0788534 0.0687281 0.0584371 0.0480054 0.037458 0.0268203 0.0161181 0.00537701 0.0156305 
-0.0040685 0.00419561 0.0125767 0.0209276 0.029228 0.037458 0.0455977 0.0536276 0.0615283 0.0692808 0.0768664 0.0842668 0.0914642 0.0984413 0.105181 0.111668 0.117885 0.123819 0.129454 0.134777 0.139776 0.144438 0.148752 0.152707 0.156295 0.159506 0.162333 0.164769 0.166808 0.168445 0.169676 0.170499 0.17091 0.17091 0.170499 0.169676 0.168445 0.166808 0.164769 0.162333 0.159506 0.156295 0.152707 0.148752 0.144438 0.139776 0.134777 0.129454 0.123819 0.117885 0.111668 0.105181 0.0984413 0.0914642 0.0842668 0.0768664 0.0692808 0.0615283 0.0536276 0.0455977 0.037458 0.029228 0.0209276 0.0125767 0.00419561 0.0121963 
-0.00291309 0.00300411 0.00900509 0.0149844 0.0209276 0.0268203 0.0326485 0.038398 0.044055 0.0496059 0.0550372 0.060336 0.0654894 0.0704851 0.0753109 0.0799553 0.0844071 0.0886556 0.0926904 0.096502 0.100081 0.103419 0.106508 0.10934 0.111909 0.114208 0.116232 0.117976 0.119436 0.120609 0.12149 0.122079 0.122374 0.122374 0.122079 0.12149 0.120609 0.119436 0.117976 0.116232 0.114208 0.111909 0.10934 0.106508 0.103419 0.100081 0.096502 0.0926904 0.0886556 0.0844071 0.0799553 0.0753109 0.0704851 0.0654894 0.060336 0.0550372 0.0496059 0.044055 0.038398 0.0326485 0.0268203 0.0209276 0.0149844 0.00900509 0.00300411 0.00873268 
-0.00175067 0.00180536 0.00541175 0.00900509 0.0125767 0.0161181 0.0196206 0.0230759 0.0264755 0.0298114 0.0330755 0.0362598 0.0393569 0.0423591 0.0452592 0.0480504 0.0507257 0.0532789 0.0557037 0.0579944 0.0601453 0.0621513 0.0640076 0.0657097 0.0672534 0.0686352 0.0698516 0.0708998 0.0717771 0.0724815 0.0730113 0.0733652 0.0735424 0.0735424 0.0733652 0.0730113 0.0724815 0.0717771 0.0708998 0.0698516 0.0686352 0.0672534 0.0657097 0.0640076 0.0621513 0.0601453 0.0579944 0.0557037 0.0532789 0.0507257 0.0480504 0.0452592 0.0423591 0.0393569 0.0362598 0.0330755 0.0298114 0.0264755 0.0230759 0.0196206 0.0161181 0.0125767 0.00900509 0.00541175 0.00180536 0.00524804 
-0.000584025 0.000602272 0.00180536 0.00300411 0.00419561 0.00537701 0.00654546 0.00769814 0.00883227 0.00994512 0.011034 0.0120963 0.0131295 0.014131 0.0150985 0.0160297 0.0169222 0.0177739 0.0185828 0.019347 0.0200645 0.0207337 0.021353 0.0219208 0.0224358 0.0228968 0.0233026 0.0236522 0.0239449 0.0241799 0.0243567 0.0244747 0.0245338 0.0245338 0.0244747 0.0243567 0.0241799 0.0239449 0.0236522 0.0233026 0.0228968 0.0224358 0.0219208 0.021353 0.0207337 0.0200645 0.019347 0.0185828 0.0177739 0.0169222 0.0160297 0.0150985 0.014131 0.0131295 0.0120963 0.011034 0.00994512 0.00883227 0.00769814 0.00654546 0.00537701 0.00419561 0.00300411 0.00180536 0.000602272 0.00175075 
0 0.00175075 0.00524804 0.00873268 0.0121963 0.0156305 0.0190271 0.0223778 0.0256746 0.0289096 0.0320749 0.035163 0.0381663 0.0410777 0.0438901 0.0465968 0.0491913 0.0516672 0.0540187 0.05624 0.0583258 0.0602712 0.0620713 0.0637219 0.065219 0.0665589 0.0677386 0.068755 0.0696058 0.0702889 0.0708027 0.0711459 0.0713177 0.0713177 0.0711459 0.0708027 0.0702889 0.0696058 0.068755 0.0677386 0.0665589 0.065219 0.0637219 0.0620713 0.0602712 0.0583258 0.05624 0.0540187 0.0516672 0.0491913 0.0465968 0.0438901 0.0410777 0.0381663 0.035163 0.0320749 0.0289096 0.0256746 0.0223778 0.0190271 0.0156305 0.0121963 0.00873268 0.00524804 0.00175075 0 

